"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kuhlman B.; Bradley P.","Kuhlman, Brian (6701347944); Bradley, Philip (8898245400)","6701347944; 8898245400","Advances in protein structure prediction and design","2019","Nature Reviews Molecular Cell Biology","20","11","","681","697","16","669","10.1038/s41580-019-0163-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070919534&doi=10.1038%2fs41580-019-0163-x&partnerID=40&md5=beaabd6f6fdacd2be1c40ead6c7d4f89","The prediction of protein three-dimensional structure from amino acid sequence has been a grand challenge problem in computational biophysics for decades, owing to its intrinsic scientific interest and also to the many potential applications for robust protein structure prediction algorithms, from genome interpretation to protein function prediction. More recently, the inverse problem — designing an amino acid sequence that will fold into a specified three-dimensional structure — has attracted growing attention as a potential route to the rational engineering of proteins with functions useful in biotechnology and medicine. Methods for the prediction and design of protein structures have advanced dramatically in the past decade. Increases in computing power and the rapid growth in protein sequence and structure databases have fuelled the development of new data-intensive and computationally demanding approaches for structure prediction. New algorithms for designing protein folds and protein–protein interfaces have been used to engineer novel high-order assemblies and to design from scratch fluorescent proteins with novel or enhanced properties, as well as signalling proteins with therapeutic potential. In this Review, we describe current approaches for protein structure prediction and design and highlight a selection of the successful applications they have enabled. © 2019, Springer Nature Limited.","","Algorithms; Animals; Databases, Protein; Humans; Models, Molecular; Protein Conformation; Proteins; Sequence Analysis, Protein; protein; amino acid sequence; prediction; review; signal transduction; algorithm; animal; chemistry; genetics; human; metabolism; molecular model; protein conformation; protein database; sequence analysis","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85070919534"
