"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hong L.; Vincoff S.; Chatterjee P.","Hong, Lauren (58204015100); Vincoff, Sophia (58089929200); Chatterjee, Pranam (57204424541)","58204015100; 58089929200; 57204424541","AI-Designed Peptides as Tools for Biochemistry","2026","Biochemistry","65","8","","1071","1083","12","0","10.1021/acs.biochem.6c00138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105036345590&doi=10.1021%2facs.biochem.6c00138&partnerID=40&md5=23ca48a394be37fd32a39bb3379c423b","Peptides occupy a unique niche as biochemical tools: they are small, modular reagents capable of perturbing protein function with a precision that is often inaccessible to small molecules or antibodies. Historically, their broader use in biochemical research has been constrained by slow discovery workflows, limited control over specificity, and poor physicochemical properties. Recent advances in artificial intelligence have begun to change this landscape by enabling the rational, data-driven design of peptides tailored for specific experimental tasks. In this review, we focus on AI-designed peptides as practical tools for biochemistry. We survey sequence-based and structure-based design paradigms, highlighting how each supports distinct classes of peptide tools, including isoform- and motif-specific binders, multi-objective assay-ready reagents, and functional peptides that enable degradation, stabilization, or biophysical interrogation of proteins. By emphasizing experimental utility, design constraints, and appropriate use cases, we aim to provide a framework for selecting and deploying AI-designed peptides as on-demand reagents in modern biochemical research. © 2026 American Chemical Society","AI-designed peptides; modern biochemical research; sequence- and structure-based design paradigms","Artificial Intelligence; Biochemistry; Humans; Peptides; Biochemistry; Physicochemical properties; Reagents; peptide; AI-designed peptide; Biochemical research; Biochemical tools; Design paradigm; Modern biochemical research; Modulars; Protein functions; Sequence- and structure-based design paradigm; Small molecules; Structure-based designs; artificial intelligence; biochemistry; drug analysis; drug development; human; physical chemistry; protein function; review; artificial intelligence; chemistry; procedures; Peptides","Review","Final","","Scopus","2-s2.0-105036345590"
