"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Wheeler R.J.","Wheeler, Richard John (57210236226)","57210236226","A resource for improved predictions of Trypanosoma and Leishmania protein three-dimensional structure","2021","PLoS ONE","16","11 November","e0259871","","","","40","10.1371/journal.pone.0259871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118927759&doi=10.1371%2fjournal.pone.0259871&partnerID=40&md5=d4b5309b0a53cafcbc052754e1a86298","AlphaFold2 and RoseTTAfold represent a transformative advance for predicting protein structure. They are able to make very high-quality predictions given a high-quality alignment of the protein sequence with related proteins. These predictions are now readily available via the AlphaFold database of predicted structures and AlphaFold or RoseTTAfold Colaboratory notebooks for custom predictions. However, predictions for some species tend to be lower confidence than model organisms. Problematic species include Trypanosoma cruzi and Leishmania infantum: important unicellular eukaryotic human parasites in an early-branching eukaryotic lineage. The cause appears to be due to poor sampling of this branch of life (Discoba) in the protein sequences databases used for the AlphaFold database and ColabFold. Here, by comprehensively gathering openly available protein sequence data for Discoba species, significant improvements to AlphaFold2 protein structure prediction over the AlphaFold database and ColabFold are demonstrated. This is made available as an easy-to-use tool for the parasitology community in the form of Colaboratory notebooks for generating multiple sequence alignments and AlphaFold2 predictions of protein structure for Trypanosoma, Leishmania and related species. Copyright: © 2021 Richard John Wheeler. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","","Databases, Protein; Leishmania infantum; Sequence Alignment; Trypanosoma cruzi; amino acid sequence; article; human; Leishmania infantum; nonhuman; parasite; parasitology; prediction; sequence alignment; sequence database; Trypanosoma cruzi; protein database","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118927759"
