"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Rojo-Domínguez A.; Herrera-Zúñiga L.D.","Rojo-Domínguez, Arturo (6603001791); Herrera-Zúñiga, Leonardo D. (57204576896)","6603001791; 57204576896","Gaining Insights into Folding/Unfolding Protein Structures and their Importance for Several Applications: Historical Research Generated in the Biophysical Chemistry Area","2024","Journal of the Mexican Chemical Society","68","4","","636","655","19","1","10.29356/jmcs.v68i4.2297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206569246&doi=10.29356%2fjmcs.v68i4.2297&partnerID=40&md5=6f0721a94ff83a28855b00baf7a671ad","The research largely focuses on investigating the mechanisms of protein folding and unfolding in proteins, namely triosephosphate isomerase, glucosamine-6-phosphate deaminase, laccase, and bacteriophage M13. The article examines the mechanisms of protein denaturation and renaturation using kinetic equations, thermodynamic models, and molecular dynamics (MD) simulations. These results enhance our understanding of the thermodynamic and kinetic characteristics of these proteins. Furthermore, the study highlights the importance of conserved residues, as well as the influence of environmental conditions such as pH and temperature on protein stability and folding. These discoveries have potential implications in biotechnology and medicine, including the creation of protein-based products and therapies for infectious diseases, and neurodegenerative disorders. The paper acknowledges the groundbreaking contributions of Dr. Andrés Hernández Arana to the field of protein physical chemistry in México. His work has greatly influenced the progress of research in the areas of protein stability and kinetics. © 2024, Sociedad Química de México.","differential scanning calorimetry; fluorescence and circular dichroism spectroscopy; folding and unfolding; kinetics; Protein stability","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85206569246"
