"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Cheng J.; Novati G.; Pan J.; Bycroft C.; Žemgulyte A.; Applebaum T.; Pritzel A.; Wong L.H.; Zielinski M.; Sargeant T.; Schneider R.G.; Senior A.W.; Jumper J.; Hassabis D.; Kohli P.; Avsec Ž.","Cheng, Jun (34976376600); Novati, Guido (56711780200); Pan, Joshua (57202087597); Bycroft, Clare (57204146847); Žemgulyte, Akvile (58613199500); Applebaum, Taylor (58613199600); Pritzel, Alexander (57194211707); Wong, Lai Hong (56719039200); Zielinski, Michal (57210553368); Sargeant, Tobias (6603172756); Schneider, Rosalia G. (57219689693); Senior, Andrew W. (7103116795); Jumper, John (36717725300); Hassabis, Demis (15839738700); Kohli, Pushmeet (14035707300); Avsec, Žiga (57192835030)","34976376600; 56711780200; 57202087597; 57204146847; 58613199500; 58613199600; 57194211707; 56719039200; 57210553368; 6603172756; 57219689693; 7103116795; 36717725300; 15839738700; 14035707300; 57192835030","Accurate proteome-wide missense variant effect prediction with AlphaMissense","2023","Science","381","6664","eadg7492","","","","1292","10.1126/science.adg7492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171957321&doi=10.1126%2fscience.adg7492&partnerID=40&md5=a74f1e47a2b4266fb8074805caad64ca","The vast majority of missense variants observed in the human genome are of unknown clinical significance. We present AlphaMissense, an adaptation of AlphaFold fine-tuned on human and primate variant population frequency databases to predict missense variant pathogenicity. By combining structural context and evolutionary conservation, our model achieves state-of-the-art results across a wide range of genetic and experimental benchmarks, all without explicitly training on such data. The average pathogenicity score of genes is also predictive for their cell essentiality, capable of identifying short essential genes that existing statistical approaches are underpowered to detect. As a resource to the community, we provide a database of predictions for all possible human single amino acid substitutions and classify 89% of missense variants as either likely benign or likely pathogenic. © 2023 American Association for the Advancement of Science. All rights reserved.","","Amino Acid Substitution; Animals; Benchmarking; Biological Evolution; Humans; Mutation, Missense; Proteome; proteome; proteome; adaptation; amino acid; database; genome; pathogenicity; prediction; primate; proteomics; amino acid substitution; Article; benchmarking; essential gene; experiment; gene expression; genetic conservation; genetic database; genetic variability; human; machine learning; missense mutation; nonhuman; pathogenesis; pathogenicity; prediction; primate; animal; evolution; genetics","Article","Final","","Scopus","2-s2.0-85171957321"
